tree,maxfuel,minfuel
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1067_vegout.csv,0.1,0.0010978
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1068_vegout.csv,0.15,0.025974
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1069_vegout.csv,0.15,0.15
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree107_vegout.csv,0.15,0.096516
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1070_vegout.csv,0.1,0.040157
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1071_vegout.csv,0.05,0.049853
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1072_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1073_vegout.csv,0.2,0.15535
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1074_vegout.csv,0.1,0.0020387
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1075_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1076_vegout.csv,0.1,0.1
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1077_vegout.csv,0.2,0.017407
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1078_vegout.csv,0.05,0.0069393
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1079_vegout.csv,0.1,0.0014497
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree108_vegout.csv,0.1,0.025103
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1080_vegout.csv,0.2,0.14521
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1081_vegout.csv,0.05,0.015672
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1082_vegout.csv,0.05,0.029057
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1083_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1084_vegout.csv,0.15,0.0020729
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1085_vegout.csv,0.15,0.089383
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1086_vegout.csv,0.1,0.01709
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1087_vegout.csv,0.15,0.01521
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1088_vegout.csv,0.1,1e-4
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1089_vegout.csv,0.05,0.019842
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree109_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1090_vegout.csv,0.1,0.041729
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1091_vegout.csv,0.05,0.034878
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1092_vegout.csv,0.1,1e-4
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1093_vegout.csv,0.1,0.032679
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1094_vegout.csv,0.2,0.13128
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1095_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1096_vegout.csv,0.05,0.017203
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1097_vegout.csv,0.05,0.037295
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1098_vegout.csv,0.1,1e-4
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1099_vegout.csv,0.1,0.091657
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree11_vegout.csv,0.1,0.030059
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree110_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1100_vegout.csv,0.15,0.039575
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1101_vegout.csv,0.05,5e-5
Z:/Research/Hoffman/ak2/ak/1x_meanfuel_hiwx/tree/1x_ex_tree1102_vegout.csv,0.1,1e-4
